DATE,SPINDX,SPRTRN
19951130,605.36999512,0.0410490111
19951229,615.92999268,0.0174438767
19960131,636.02001953,0.0326173417
19960229,640.42999268,0.0069337441
19960329,645.5,0.0079165557
19960430,654.16998291,0.0134314485
19960531,669.11999512,0.0228533875
19960628,670.63000488,0.0022566954
19960731,639.95001221,-0.045748029
19960830,651.98999023,0.0188139696
19960930,687.30999756,0.054172609
19961031,705.27001953,0.0261308588
19961129,757.02001953,0.0733761564
19961231,740.73999023,-0.021505376
19970131,786.15997314,0.0613170601
19970228,790.82000732,0.0059275464
19970331,757.11999512,-0.042613994
19970430,801.34002686,0.0584055372
19970530,848.2800293,0.0585768819
19970630,885.14001465,0.0434526354
19970731,954.28997803,0.0781232342
19970829,899.4699707,-0.05744585
19970930,947.2800293,0.0531535223
19971031,914.61999512,-0.034477662
19971128,955.40002441,0.0445868224
19971231,970.42999268,0.0157316308
19980130,980.2800293,0.0101501392
19980227,1049.3399658,0.0704492629
19980331,1101.75,0.0499456786
19980430,1111.75,0.0090764696
19980529,1090.8199463,-0.018826175
19980630,1133.8399658,0.0394382216
19980731,1120.6700439,-0.011615396
19980831,957.2800293,-0.145796716
19980930,1017.0100098,0.0623955391
19981030,1098.6700439,0.0802941993
19981130,1163.6300049,0.0591260344
19981231,1229.2299805,0.0563753098
19990129,1279.6400146,0.0410094112
19990226,1238.3299561,-0.032282516
19990331,1286.3699951,0.0387941822
19990430,1335.1800537,0.0379439816
19990528,1301.8399658,-0.024970416
19990630,1372.7099609,0.054438334
19990730,1328.7199707,-0.032046098
19990831,1320.4100342,-0.006254139
19990930,1282.7099609,-0.028551737
19991029,1362.9300537,0.0625394657
19991130,1388.9100342,0.0190618746
19991231,1469.25,0.0578439198
20000131,1394.4599609,-0.050903521
20000229,1366.4200439,-0.020108143
20000331,1498.5799561,0.0967198983
20000428,1452.4300537,-0.03079582
20000531,1420.5999756,-0.021914998
20000630,1454.5999756,0.0239335485
20000731,1430.8299561,-0.016341262
20000831,1517.6800537,0.0606990345
20000929,1436.5100098,-0.053482946
20001031,1429.4000244,-0.004949496
20001130,1314.9499512,-0.080068558
20001229,1320.2800293,0.0040533859
20010131,1366.0100098,0.0346365906
20010228,1239.9399414,-0.092290685
20010330,1160.3299561,-0.064204723
20010430,1249.4599609,0.0768143535
20010531,1255.8199463,0.0050901989
20010629,1224.4200439,-0.025003584
20010731,1211.2299805,-0.010772447
20010831,1133.5799561,-0.064108387
20010928,1040.9399414,-0.081723392
20011031,1059.7800293,0.0180990268
20011130,1139.4499512,0.0751759782
20011231,1148.0799561,0.0075738295
20020131,1130.1999512,-0.015573828
20020228,1106.7299805,-0.020766236
20020328,1147.3900146,0.0367388614
20020430,1076.9200439,-0.06141765
20020531,1067.1400146,-0.009081455
20020628,989.80999756,-0.072464719
20020731,911.61999512,-0.07899496
20020830,916.07000732,0.0048814197
20020930,815.28997803,-0.110013425
20021031,885.76000977,0.0864355043
20021129,936.30999756,0.0570696369
20021231,879.82000732,-0.060332581
20030131,855.70001221,-0.027414698
20030228,841.15002441,-0.017003622
20030331,848.17999268,0.0083576059
20030430,916.91998291,0.0810441151
20030530,963.59002686,0.05089866
20030630,974.5,0.0113222431
20030731,990.30999756,0.0162237044
20030829,1008.0100098,0.0178731903
20030930,995.9699707,-0.011944326
20031031,1050.7099609,0.0549614951
20031128,1058.1999512,0.007128513
20031231,1111.9200439,0.050765451
20040130,1131.1300049,0.0172764231
20040227,1144.9399414,0.0122090299
20040331,1126.2099609,-0.016358936
20040430,1107.3000488,-0.01679083
20040528,1120.6800537,0.0120834466
20040630,1140.8399658,0.0179890785
20040730,1101.7199707,-0.034290522
20040831,1104.2399902,0.0022873324
20040930,1114.5799561,0.0093639065
20041029,1130.1999512,0.0140142478
20041130,1173.8199463,0.0385949388
20041231,1211.9200439,0.0324581265
20050131,1181.2700195,-0.025290448
20050228,1203.5999756,0.018903384
20050331,1180.5899658,-0.019117648
20050429,1156.8499756,-0.02010859
20050531,1191.5,0.029952025
20050630,1191.3299561,-0.000142677
20050729,1234.1800537,0.0359682031
20050831,1220.3299561,-0.011222026
20050930,1228.8100586,0.00694894
20051031,1207.0100098,-0.017740741
20051130,1249.4799805,0.0351861194
20051230,1248.2900391,-0.000952396
20060131,1280.0799561,0.0254668389
20060228,1280.6600342,0.0004530967
20060331,1294.8299561,0.0110646077
20060428,1310.6099854,0.0121869277
20060531,1270.0899658,-0.030916901
20060630,1270.1999512,0.000086608
20060731,1276.6600342,0.0050858133
20060831,1303.8199463,0.021274263
20060929,1335.8499756,0.0245662741
20061031,1377.9399414,0.0315080285
20061130,1400.6300049,0.0164666101
20061229,1418.3000488,0.0126157515
