"state","class","gender","age","paid","logpaid"
"STATE 02","C6 ","F",71,910.01,6.81345558846151
"STATE 03","C11","M",71,900,6.80239476332431
"STATE 14","C11","F",71,869.93,6.76841274864145
"STATE 15","C11","F",71,861.79,6.75901162149409
"STATE 17","C6 ","M",71,857.4,6.75390455416388
"STATE 02","C11","F",71,856.81,6.75321619040063
"STATE 12","C6 ","M",71,841.73,6.73545929773515
"STATE 15","C11","M",71,812.98,6.70070650899922
"STATE 01","C1 ","F",71,797.42,6.68138151614764
"STATE 06","C1 ","M",71,787.22,6.66850775191937
"STATE 07","C6 ","F",71,784.39,6.66490634564327
"STATE 15","C6 ","F",71,769.13,6.6452600059334
"STATE 02","C6 ","M",71,766.9,6.64235641477081
"STATE 15","C1B","M",71,763.66,6.63812266393497
"STATE 02","C11","F",71,759.15,6.6321993863282
"STATE 15","C1B","F",71,757.19,6.62961421269751
"STATE 04","C11","M",71,756.38,6.62854389539824
"STATE 15","C6 ","M",71,750,6.62007320653036
"STATE 15","C11","F",71,738.51,6.60463464284117
"STATE 13","C6 ","F",71,731.03,6.59445449857936
"STATE 14","C71","M",71,730.59,6.59385242688727
"STATE 04","C1 ","F",71,700,6.5510803350434
"STATE 15","C6 ","F",71,696.83,6.54654147857246
"STATE 06","C6 ","F",71,693.96,6.54241432195813
"STATE 15","C11","F",71,681.14,6.5237678650502
"STATE 15","C7 ","F",71,680.01,6.52210750394438
"STATE 15","F11","F",71,679.2,6.52091563499714
"STATE 15","C6 ","M",71,678.49,6.5198697407728
"STATE 07","C6 ","M",71,673.93,6.51312624795197
"STATE 10","C11","F",71,636.7,6.45629858702298
"STATE 10","C1B","M",71,629.68,6.44521175383419
"STATE 15","C6 ","F",71,623.89,6.43597407077864
"STATE 06","C6 ","M",71,597.06,6.39201761085513
"STATE 04","C7 ","M",71,593.14,6.38543045882313
"STATE 12","C6 ","M",71,579.38,6.36195856627209
"STATE 02","C6 ","M",71,579.18,6.36161331008858
"STATE 02","C6 ","F",71,576.57,6.35709675471442
"STATE 15","C6 ","M",71,564.6,6.33611751581939
"STATE 13","C1 ","F",71,562.05,6.33159081390781
"STATE 15","C6 ","M",71,555.61,6.32006660927833
"STATE 15","C1 ","M",71,544.14,6.29920656668753
"STATE 15","C6 ","M",71,543.54,6.29810330090925
"STATE 15","C7 ","M",71,541.67,6.29465695992295
"STATE 13","C11","F",71,527.34,6.26784550180461
"STATE 17","C6 ","F",71,525.23,6.26383626189402
"STATE 17","C1B","F",71,525.14,6.26366489370905
"STATE 15","C1A","M",71,516.87,6.24779139221242
"STATE 15","C6 ","M",71,500,6.21460809842219
"STATE 02","C6 ","M",71,499.91,6.21442808222025
"STATE 04","C6 ","F",71,497.22,6.20903258408901
"STATE 07","C6 ","M",71,465.04,6.1421234233931
"STATE 06","C6 ","M",71,451.31,6.11215446479708
"STATE 15","C6 ","F",71,445.92,6.10013956373364
"STATE 02","F11","M",71,439.08,6.08468162881912
"STATE 04","C7 ","F",71,394,5.97635090929793
"STATE 17","C11","M",71,364.63,5.89888314081241
"STATE 01","C1 ","F",71,342.24,5.8355122453341
"STATE 15","C6 ","F",71,335.58,5.81586037806155
"STATE 04","C6 ","F",71,332.06,5.80531567547964
"STATE 02","C6 ","F",71,331.96,5.80501447973025
"STATE 15","C6 ","M",71,315.53,5.754253764624
"STATE 15","C11","F",71,315,5.75257263882563
"STATE 17","F6 ","F",71,309.53,5.73505501796031
"STATE 06","C6 ","M",71,308.96,5.7332118186802
"STATE 06","C6 ","F",71,298.19,5.69773086722777
"STATE 15","C6 ","M",71,296.64,5.69251928237749
"STATE 04","F6 ","M",71,296.61,5.69241814457715
"STATE 15","C11","M",71,280.36,5.63607449163212
"STATE 15","C6 ","F",71,276.41,5.62188527068913
"STATE 02","C1 ","M",71,271.36,5.60344635260354
"STATE 15","C11","F",71,221.76,5.40159571600154
"STATE 15","C11","M",71,220.76,5.3970761385713
"STATE 15","C6 ","M",71,216.67,5.37837545871862
"STATE 02","C6 ","F",71,151.75,5.02223442993961
"STATE 15","F6 ","M",71,111.99,4.7184095815946
"STATE 06","C11","M",71,87,4.46590811865458
"STATE 02","C11","F",71,10,2.30258509299405
"STATE 10","C7B","F",70,21404.96,9.97137794985504
"STATE 06","C7B","F",70,19348.67,9.87037896224552
"STATE 15","C71","M",70,17381.23,9.76314616731638
"STATE 15","C1 ","F",70,14958.11,9.61300890664889
"STATE 06","C1 ","F",70,13835.56,9.53499736845281
"STATE 03","C71","M",70,10527.4,9.2617366610596
"STATE 15","C7 ","F",70,8899.39,9.09373801404546
"STATE 02","F71","M",70,8785.14,9.0808169367492
"STATE 07","C7 ","M",70,7851.75,8.96849171586757
"STATE 06","C1 ","M",70,7751.55,8.95564810235006
"STATE 15","C71","F",70,7240.46,8.88744001927304
"STATE 17","C71","F",70,6686.93,8.80791015392681
"STATE 15","C7A","M",70,5711.53,8.65024221772083
"STATE 02","C7 ","M",70,5705.38,8.64916486831633
"STATE 15","C72","F",70,4784.73,8.47318487596274
"STATE 12","C11","F",70,4140.34,8.3285331890511
"STATE 07","C7 ","F",70,3804.44,8.24392408469448
"STATE 06","C7B","M",70,3760.07,8.23219285323192
"STATE 04","C7 ","M",70,3649.93,8.20246326831044
"STATE 02","C7B","M",70,3100.86,8.03943477135444
"STATE 15","C7 ","F",70,3000,8.00636756765025
"STATE 12","C1 ","M",70,2839.35,7.95133043172034
"STATE 15","C7 ","M",70,2819.38,7.94427228160378
"STATE 15","C71","F",70,2757.83,7.92219941758475
"STATE 02","C1B","M",70,2664.91,7.88792556492275
"STATE 15","C1 ","M",70,2604.35,7.86493840289858
"STATE 15","C7 ","F",70,2565.84,7.85004118937335
"STATE 13","C7 ","M",70,2498.83,7.82357790131011
"STATE 02","F7 ","M",70,2498.36,7.82338979559415
"STATE 04","C71","M",70,2390.4,7.7792159949385
"STATE 15","C7 ","F",70,2261.71,7.72387644332888
"STATE 13","C1 ","M",70,2221.87,7.70610446263746
"STATE 15","C7 ","M",70,2139.9,7.6685143779521
"STATE 02","C11","F",70,2098.31,7.64888753781205
"STATE 15","C71","F",70,2000,7.60090245954208
"STATE 17","C7 ","F",70,1908.4,7.55402047364195
"STATE 03","C11","M",70,1815.31,7.50401153101255
"STATE 12","C72","M",70,1708.23,7.44321302570416
"STATE 03","C1 ","M",70,1642.47,7.40395648535178
"STATE 17","C71","M",70,1639.82,7.40234175869704
"STATE 04","C71","M",70,1600,7.37775890822787
"STATE 10","C71","M",70,1588.1,7.3702936121166
"STATE 02","F71","M",70,1556.03,7.34989298475813
"STATE 02","C1 ","M",70,1505.2,7.31668105871928
"STATE 06","C7 ","M",70,1500.48,7.31354033590122
"STATE 04","C71","M",70,1470.11,7.29309250690514
"STATE 15","F71","M",70,1460.86,7.28678058238166
"STATE 15","C71","M",70,1428,7.26403014289953
"STATE 02","F71","M",70,1412,7.25276241805319
"STATE 06","C71","M",70,1400.07,7.24427751435339
"STATE 01","C71","M",70,1397.89,7.24271923586397
"STATE 15","C1B","F",70,1388.57,7.23602971959206
"STATE 03","C71","M",70,1363.23,7.21761216287515
"STATE 01","C71","M",70,1347.91,7.2063105236647
"STATE 04","C72","F",70,1308.68,7.1767742746034
"STATE 07","C7 ","F",70,1292.04,7.16397764361563
"STATE 15","C1 ","F",70,1273.97,7.14989328797416
"STATE 03","C71","M",70,1232.48,7.11678367860466
"STATE 15","C7 ","F",70,1200,7.09007683577609
"STATE 01","C1 ","F",70,1132.41,7.03210338400059
"STATE 02","C7 ","F",70,1124.34,7.02495147581563
"STATE 04","C7 ","M",70,1113.37,7.01514673089206
"STATE 15","C71","M",70,1100,7.00306545878646
"STATE 15","F1 ","M",70,1078.04,6.98289985653193
"STATE 12","C7 ","M",70,1007.6,6.91532654447846
"STATE 15","F7 ","M",70,998.93,6.90668470612346
"STATE 06","C1 ","M",70,998.69,6.90644442018204
"STATE 02","C11","M",70,993.19,6.90092198511776
"STATE 15","C11","F",70,986.4,6.89406195185013
"STATE 02","C11","M",70,975.5,6.88295016006317
"STATE 04","C71","F",70,972.95,6.88033269340417
"STATE 02","C71","M",70,964.22,6.87131948434092
"STATE 14","F71","M",70,948.7,6.85509262639883
"STATE 03","C71","M",70,931.33,6.83661367204432
"STATE 07","C7 ","F",70,905.03,6.80796809232177
"STATE 03","C11","M",70,898.55,6.80078235297803
"STATE 13","C1B","M",70,843.56,6.73763103164356
"STATE 15","C1 ","F",70,841.13,6.73474622591049
"STATE 02","C1 ","F",70,834.82,6.72721613275027
"STATE 15","C1 ","M",70,822.1,6.71186204215809
"STATE 14","C7 ","F",70,812.89,6.70059579904074
"STATE 15","C11","M",70,798.43,6.68264729944163
"STATE 04","C7 ","F",70,784.78,6.66540342372663
"STATE 15","C1 ","F",70,762.22,6.63623522792757
"STATE 17","C71","M",70,761.22,6.63492240938056
"STATE 14","C1 ","F",70,754.56,6.62613479790895
"STATE 15","C71","F",70,733.64,6.59801844508283
"STATE 07","C7 ","M",70,724.08,6.58490188351892
"STATE 06","C1 ","F",70,710.2,6.56554662050899
"STATE 15","F1 ","M",70,707.61,6.56189309446389
"STATE 01","F7 ","F",70,707.4,6.56159627677138
"STATE 10","C11","F",70,685.71,6.53045479782114
"STATE 06","C7 ","F",70,683.06,6.526582703443
"STATE 04","C71","F",70,675.47,6.51540874486703
"STATE 02","C71","M",70,674.7,6.51426814763338
"STATE 02","C71","M",70,667,6.50279004591562
"STATE 02","C7 ","M",70,646.16,6.47104715113404
"STATE 15","C7 ","M",70,622.53,6.43379181994871
"STATE 17","C71","M",70,620.8,6.43100896886901
"STATE 06","C1 ","M",70,611.58,6.41604577240838
"STATE 04","C71","M",70,610.66,6.41454033947581
"STATE 06","C1 ","M",70,608.88,6.41162120395914
"STATE 15","F11","M",70,604.95,6.40514580998749
"STATE 15","C2 ","M",70,600.59,6.39791250539397
"STATE 15","C71","M",70,587.51,6.37589326715005
"STATE 17","C71","F",70,580.48,6.36385534748672
"STATE 14","F71","M",70,569.8,6.34528542206381
"STATE 17","C7 ","M",70,532.14,6.27690661261642
"STATE 13","C7 ","M",70,498.42,6.21144309507904
"STATE 15","C11","M",70,494.21,6.20296052807258
"STATE 04","C71","F",70,490.25,6.19491546507646
"STATE 17","C7 ","F",70,489.73,6.19385421882897
"STATE 15","C7 ","F",70,479.66,6.17307751958202
"STATE 01","C11","M",70,472.72,6.15850324703742
"STATE 15","C7 ","M",70,465.5,6.14311209671712
"STATE 10","C71","F",70,460.22,6.13170463602243
"STATE 17","C7B","M",70,457.31,6.12536149790797
"STATE 04","C71","M",70,446.57,6.10159616294466
"STATE 15","C72","F",70,426.3,6.05514332377116
"STATE 06","C1 ","F",70,425.76,6.05387580722938
"STATE 03","C11","M",70,396.76,5.98333156387779
"STATE 15","C11","M",70,376.06,5.92974870512733
"STATE 12","C1B","M",70,369.59,5.91239428312444
"STATE 04","C7 ","M",70,354.86,5.87172334549543
"STATE 15","C1 ","F",70,329.91,5.79881988999095
"STATE 15","C1 ","M",70,316.5,5.75732324158423
"STATE 10","C7 ","F",70,295.69,5.68931160822774
"STATE 04","C71","M",70,280.45,5.63639545595435
"STATE 15","C71","F",70,272.83,5.60884889059746
"STATE 02","C1 ","F",70,272.01,5.60583883032607
"STATE 15","C11","M",70,268.6,5.59322328408914
"STATE 04","C7 ","M",70,258.5,5.55489569394848
"STATE 04","C71","M",70,254.2,5.53812135875535
"STATE 15","C7 ","M",70,252,5.52942908751142
"STATE 06","C71","M",70,246.96,5.5092263801939
"STATE 14","F11","F",70,237.39,5.46970435828921
"STATE 14","C7 ","F",70,191.09,5.25274452125328
"STATE 15","F71","M",70,172.95,5.15300253538318
"STATE 15","F71","M",70,170.46,5.13850066509415
"STATE 15","C71","M",70,149.63,5.00816558019533
"STATE 01","C7 ","F",70,111.56,4.71456256275929
"STATE 02","C1 ","M",70,64,4.15888308335967
"STATE 15","C1 ","M",70,53.98,3.98861360758986
"STATE 17","C7 ","M",70,50,3.91202300542815
"STATE 07","C7 ","F",69,60000,11.0020998412042
"STATE 02","C11","M",69,17240.81,9.75503452687268
"STATE 15","C71","M",69,15210.32,9.6297294238223
"STATE 10","C7 ","M",69,11392.59,9.340718423041
"STATE 04","C7 ","F",69,9872.23,9.19748104409095
"STATE 06","C7 ","F",69,9756.78,9.18571770693942
"STATE 02","C7 ","M",69,8866.14,9.08999480584128
"STATE 01","C7 ","F",69,7523.88,8.92583724133042
"STATE 15","C7 ","F",69,5638.67,8.6374035010804
"STATE 06","C1 ","F",69,4643.8,8.44328827556827
"STATE 02","C7 ","M",69,4619,8.43793351043061
"STATE 13","C1 ","F",69,4592.5,8.43217981708928
"STATE 03","C71","M",69,4586,8.43076346341785
"STATE 15","C1 ","M",69,4161.48,8.33362605921521
"STATE 15","C7 ","M",69,4016.56,8.29818109388148
"STATE 15","C7A","M",69,4000,8.29404964010203
"STATE 12","C11","M",69,3864.06,8.25947372316216
"STATE 15","C1 ","M",69,3741.14,8.22714565679681
"STATE 17","C71","F",69,3725.26,8.22289192703557
"STATE 17","C7B","M",69,3523.9,8.16732360980894
"STATE 15","C1 ","M",69,3500,8.1605182474775
"STATE 17","C71","M",69,3437.17,8.14240373736653
"STATE 10","F1 ","M",69,3401.33,8.13192181058527
"STATE 12","C11","F",69,3123.61,8.04674466321764
"STATE 01","C71","F",69,3064.5,8.02763970292579
"STATE 10","C7B","M",69,3007.96,8.00901738710897
"STATE 15","C11","M",69,2963.39,7.99408916226668
"STATE 06","C71","M",69,2848.08,7.95440036202499
"STATE 17","C7 ","F",69,2773.08,7.92771389482098
"STATE 02","C1 ","M",69,2533,7.83715965000168
"STATE 07","F71","M",69,2431.79,7.79638289067359
"STATE 06","C1 ","F",69,2378.85,7.77437245661272
"STATE 15","C7 ","M",69,2235.69,7.71230518423418
"STATE 13","C7B","M",69,2202.5,7.69734835781033
"STATE 10","F7 ","M",69,2192.98,7.69301662844926
"STATE 14","F7 ","M",69,2182.08,7.68803382933229
"STATE 15","F71","M",69,2143.83,7.67034922800222
"STATE 02","C1B","F",69,2066.24,7.6334858094381
"STATE 13","C71","F",69,2061.95,7.63140741598029
"STATE 02","C7 ","M",69,2025,7.61332497954064
"STATE 03","C7 ","M",69,2003.4,7.60260101617766
"STATE 06","C11","M",69,1888.25,7.54340575319356
"STATE 04","C7 ","M",69,1863.54,7.53023318367419
"STATE 17","C71","M",69,1856.45,7.52642134085477
"STATE 02","C7 ","F",69,1821.66,7.5075034522835
"STATE 10","C71","M",69,1752.16,7.46860459152745
"STATE 02","F11","F",69,1731,7.45645455517621
"STATE 12","C11","F",69,1709.08,7.44371049302057
"STATE 15","C11","F",69,1686.2,7.43023275548857
"STATE 15","C1A","F",69,1650,7.40853056689463
"STATE 04","C71","M",69,1648.41,7.40756646593498
"STATE 15","C1 ","F",69,1613.75,7.38631594216085
"STATE 15","C71","F",69,1601.01,7.3783899590734
"STATE 06","C71","F",69,1599.07,7.3771774892366
"STATE 15","C71","M",69,1592.26,7.37290966965254
"STATE 15","C11","M",69,1552.37,7.34753807439176
"STATE 15","C7B","M",69,1548,7.34471905414967
"STATE 10","C1 ","F",69,1543.88,7.3420540073571
"STATE 15","C7B","M",69,1502.55,7.31491894372588
"STATE 15","C71","F",69,1441.86,7.27368922575297
"STATE 15","C11","M",69,1430.52,7.26579329351791
"STATE 12","C2 ","M",69,1428.87,7.26463920108341
"STATE 06","C71","M",69,1424.07,7.26127424806711
"STATE 17","C71","M",69,1381.16,7.23067900477212
"STATE 15","C7 ","F",69,1376.59,7.22736470566358
"STATE 12","C11","F",69,1346.31,7.20512279572259
"STATE 02","C1 ","M",69,1342.04,7.20194612334674
"STATE 04","C7 ","M",69,1336.26,7.19762994594081
"STATE 17","C71","F",69,1251.4,7.13201820356426
"STATE 02","C7 ","F",69,1248.01,7.12930556171778
"STATE 04","C71","F",69,1194.82,7.08575082540507
"STATE 15","C11","M",69,1160.5,7.05660622571449
"STATE 15","C7 ","M",69,1136.97,7.03612210817817
"STATE 06","C1 ","F",69,1117.99,7.01928770913121
"STATE 03","C1 ","F",69,1117.82,7.01913563896396
"STATE 15","C2 ","M",69,1112.54,7.01440096845021
"STATE 03","C11","M",69,1085,6.98933526597456
"STATE 04","C7B","M",69,1079.39,6.98415134573548
"STATE 01","C7 ","F",69,1065.7,6.97138713922691
"STATE 04","C7 ","F",69,1058.27,6.96439077834836
"STATE 15","C1 ","M",69,1047.49,6.95415210521135
"STATE 02","C71","F",69,1036.1,6.94321894325771
"STATE 17","C71","M",69,990.86,6.89857325290725
"STATE 14","C11","M",69,958.45,6.86531739628417
"STATE 14","C71","M",69,950.61,6.85710388379636
"STATE 15","C1 ","M",69,947.71,6.85404854828288
"STATE 06","C1B","M",69,945.56,6.85177734457268
"STATE 15","C1 ","M",69,945.39,6.85159754076987
"STATE 12","C1 ","M",69,943.31,6.84939496668093
"STATE 03","C71","M",69,935.17,6.84072833094358
"STATE 04","C7 ","M",69,902.1,6.80472537866259
"STATE 15","C1 ","F",69,900,6.80239476332431
"STATE 13","C71","F",69,883.75,6.78417421721078
"STATE 06","C1 ","M",69,880.82,6.78085329178101
"STATE 15","C11","M",69,880.2,6.78014915437699
"STATE 15","C71","F",69,875.28,6.77454383516853
"STATE 10","C71","M",69,871.16,6.76982565688241
"STATE 15","F1 ","F",69,863.43,6.76091282886937
"STATE 02","C7 ","M",69,858.42,6.7550934902063
"STATE 04","C7 ","M",69,851.49,6.74698775605257
"STATE 17","C71","M",69,835.05,6.72749160329763
"STATE 15","C7B","F",69,800,6.68461172766793
"STATE 15","C7B","M",69,787.04,6.66827907304703
"STATE 11","C7B","F",69,783.53,6.66380935078863
"STATE 06","C1 ","F",69,742.15,6.60955137907077
"STATE 02","C1 ","M",69,731.35,6.5948921413331
"STATE 15","C71","M",69,728.53,6.59102880529526
"STATE 14","C71","M",69,713.55,6.5702525115464
"STATE 17","C7 ","M",69,701.89,6.55377669659115
"STATE 02","C71","F",69,698.49,6.54892086220227
"STATE 15","C7A","M",69,695.53,6.54467414486889
"STATE 15","C71","F",69,690.92,6.53802404282508
"STATE 17","C7 ","F",69,689.11,6.53540090993977
"STATE 15","C1B","F",69,685,6.52941883826223
"STATE 14","F7 ","M",69,675,6.51471269087253
"STATE 15","C71","M",69,673.51,6.51250284355014
"STATE 06","C11","M",69,672.31,6.51071954367643
"STATE 15","C7 ","F",69,663.91,6.49814659812109
"STATE 03","C1 ","F",69,656.93,6.48757746790723
"STATE 15","C1 ","F",69,654.75,6.48425348338782
"STATE 15","C71","M",69,651.09,6.478647881501
"STATE 04","C71","F",69,645.8,6.47048985832418
"STATE 04","C71","M",69,642.82,6.46586474725612
"STATE 06","C71","M",69,633.79,6.45171766928445
"STATE 15","C1 ","M",69,626.38,6.43995721568666
"STATE 17","C7B","M",69,624.26,6.43656694825464
"STATE 02","C1 ","M",69,623.89,6.43597407077864
"STATE 06","C7 ","M",69,617.4,6.42551711206806
"STATE 15","C71","M",69,609.74,6.41303263679754
"STATE 15","C11","F",69,606.36,6.40747386909182
"STATE 02","C11","M",69,596.99,6.39190036283355
"STATE 07","C7 ","M",69,585.36,6.37222704257577
"STATE 15","C71","M",69,573.4,6.35158355344927
"STATE 02","C7A","F",69,559,6.3261494731551
"STATE 15","C7B","M",69,552.16,6.31383785934969
"STATE 15","C11","M",69,548.6,6.3073695785035
"STATE 03","C7B","M",69,535,6.28226674689601
"STATE 15","C1 ","M",69,514.71,6.24360363526344
"STATE 15","C1 ","M",69,498.42,6.21144309507904
"STATE 07","F7 ","M",69,498.11,6.21082093616761
"STATE 04","C7B","M",69,488.23,6.19078660629619
"STATE 15","C11","M",69,488.16,6.19064322096836
"STATE 10","C7 ","F",69,484.1,6.18229149694565
"STATE 02","C71","F",69,460.33,6.13194362358535
"STATE 15","C11","M",69,458,6.12686918411419
"STATE 15","C71","M",69,443.95,6.09571194347834
"STATE 03","C71","M",69,440.86,6.08872736472819
"STATE 17","C71","F",69,439.54,6.08572872549806
"STATE 13","C1 ","M",69,431.98,6.06837929087611
"STATE 03","C7 ","M",69,400,5.99146454710798
"STATE 03","C7 ","M",69,400,5.99146454710798
"STATE 10","C1 ","F",69,399.75,5.99083935171406
"STATE 02","C1 ","M",69,394.49,5.97759379142219
"STATE 06","C7 ","F",69,390,5.96614673912369
"STATE 04","C71","M",69,376.14,5.92996141451393
"STATE 14","C11","F",69,332.52,5.80670000866289
"STATE 15","C7 ","F",69,321.6,5.77330853730481
"STATE 15","C11","M",69,299.25,5.70127934443808
"STATE 17","F7 ","M",69,297.41,5.69511165820857
"STATE 15","C71","M",69,288.96,5.66628827022862
"STATE 17","C71","F",69,280.9,5.6379987341102
"STATE 06","C71","M",69,264.7,5.57859710923306
"STATE 07","C71","M",69,253.59,5.53571878960895
"STATE 03","F7 ","F",69,249.87,5.52094078261536
"STATE 15","C71","M",69,245.93,5.50504694259399
"STATE 15","C7 ","M",69,237.37,5.46962010519286
"STATE 04","C7B","M",69,234.2,5.45617545116362
"STATE 15","C7 ","F",69,223.23,5.40820263007728
"STATE 02","C7 ","M",69,209.83,5.3462976790666
"STATE 04","C71","M",69,172.06,5.1478432531932
"STATE 10","C7 ","F",69,164.7,5.10412563718359
"STATE 04","C7 ","M",69,161.2,5.08264583007253
"STATE 14","C11","M",69,138.86,4.93346623132513
"STATE 17","C7 ","F",69,128,4.85203026391962
"STATE 17","C71","M",69,104.95,4.65348404626664
"STATE 15","F71","F",69,101.25,4.61759270598665
"STATE 15","C1 ","F",69,100,4.60517018598809
"STATE 04","F71","M",69,85.5,4.44851637594271
"STATE 15","C7 ","F",69,75,4.31748811353631
"STATE 15","C7 ","M",69,68.74,4.23033127142169
"STATE 15","C7 ","F",69,30,3.40119738166216
"STATE 04","C7 ","M",68,24624.44,10.111494724665
"STATE 17","C7B","M",68,14104,9.55421372407771
"STATE 15","C71","F",68,9562.71,9.16562643867797
"STATE 06","C7 ","M",68,9234.78,9.13073206993486
"STATE 06","C7 ","M",68,8381.6,9.03379410603875
"STATE 15","C11","M",68,8123.33,9.00249544761047
"STATE 15","C71","M",68,7389.16,8.90776934036392
"STATE 15","C11","F",68,6410.64,8.7657143889244
"STATE 10","C71","M",68,6386.3,8.76191034993517
"STATE 15","C1 ","M",68,6090.75,8.71452650583063
"STATE 17","C7 ","M",68,5905.64,8.68366310548498
"STATE 15","C11","F",68,5382.57,8.5909212342631
"STATE 06","C7 ","M",68,5311.27,8.57758625701384
"STATE 06","C1 ","M",68,5158.65,8.54843019633808
"STATE 17","C7B","F",68,5035.93,8.52435349514706
"STATE 17","C7 ","M",68,5004.55,8.51810277761726
"STATE 13","C7 ","M",68,4689.9,8.45316653925139
"STATE 02","C71","F",68,4625.47,8.43933326640502
"STATE 12","C11","F",68,4523.97,8.41714520591429
"STATE 02","C1 ","M",68,4518.7,8.41597962083894
"STATE 06","C7B","M",68,4387.4,8.38649207549159
"STATE 15","C7B","M",68,4243.57,8.35316017509081
"STATE 12","C1B","M",68,3637.01,8.19891719450204
"STATE 15","C71","M",68,3594.7,8.18721581743802
"STATE 15","C71","M",68,3354.04,8.11792086837048
"STATE 02","C71","F",68,3254.87,8.08790761528904
"STATE 01","C71","F",68,3250,8.08641027532378
"STATE 06","C71","F",68,2935.61,7.98467054712375
"STATE 10","C7 ","M",68,2882.67,7.96647222698699
"STATE 10","C7 ","M",68,2786.41,7.93250930790553
"STATE 10","C7 ","F",68,2524.92,7.83396465803922
"STATE 04","C71","M",68,2370.82,7.77099116584908
"STATE 12","C6 ","M",68,2364.45,7.76830071574066
"STATE 02","C71","F",68,2364.24,7.76821189621553
"STATE 06","C1B","M",68,2354.21,7.76396049369682
"STATE 04","C7 ","M",68,2350,7.7621706071382
"STATE 03","C1 ","F",68,2343,7.7591874385078
"STATE 15","C7 ","M",68,2226.66,7.70825798384612
"STATE 15","C11","F",68,2144,7.67042852219069
"STATE 02","C1 ","F",68,2119.74,7.65904871863554
"STATE 15","C7 ","M",68,2044.59,7.62295255937874
"STATE 17","C7B","M",68,2017.19,7.60946073282364
"STATE 12","C71","M",68,1963.85,7.58266211125229
"STATE 04","C7 ","M",68,1846.01,7.52078183216622
"STATE 10","C11","M",68,1843.84,7.51960563245611
"STATE 01","C7 ","M",68,1843.41,7.51937239630345
"STATE 15","C1 ","M",68,1815.95,7.50436402574255
"STATE 15","C11","M",68,1815.83,7.50429794244453
"STATE 07","C7A","M",68,1784.47,7.48687673135713
"STATE 04","C7 ","M",68,1707.92,7.44303153484407
"STATE 06","C7 ","M",68,1695.67,7.43583322194789
"STATE 15","C7C","M",68,1694.59,7.43519610264935
"STATE 13","C7 ","F",68,1692.96,7.43423375515585
"STATE 15","F71","F",68,1644.78,7.40536191565384
"STATE 04","C7 ","F",68,1589.7,7.37130059816683
"STATE 15","C11","M",68,1589.45,7.37114332342325
"STATE 03","C1 ","F",68,1560.42,7.35271029477671
"STATE 15","C7 ","M",68,1501.05,7.31392014220457
"STATE 06","C71","M",68,1402.18,7.24578344737062
"STATE 15","C11","F",68,1379.16,7.22922989716867
"STATE 04","C7 ","F",68,1369.74,7.22237621978958
"STATE 15","C7 ","M",68,1301.51,7.17128040784728
"STATE 15","C71","F",68,1246.51,7.12810292539433
"STATE 15","C71","M",68,1237.83,7.12111512556028
"STATE 04","C7 ","M",68,1172.82,7.06716638419299
"STATE 15","C1 ","M",68,1165.76,7.0611285138202
"STATE 15","C1 ","M",68,1152.17,7.04940239981298
"STATE 04","F7 ","M",68,1150.87,7.0482734570781
"STATE 15","C71","M",68,1144.04,7.04232113636345
"STATE 04","C7 ","F",68,1060.6,6.96659006470303
"STATE 14","C1 ","M",68,1054.03,6.96037619169435
"STATE 06","C7 ","M",68,1050,6.95654544315157
"STATE 04","C7A","M",68,1048.69,6.95529704517937
"STATE 06","C1B","F",68,1046.32,6.9530345251809
"STATE 02","C1 ","M",68,1000,6.90775527898214
"STATE 03","C7B","F",68,1000,6.90775527898214
"STATE 15","C11","F",68,983.48,6.89109730208599
"STATE 04","C7B","M",68,968.31,6.87555228394204
"STATE 15","C7 ","F",68,961.54,6.86853616582758
"STATE 04","C71","M",68,946.38,6.85264417972744
"STATE 15","C11","M",68,924.7,6.82946936058359
"STATE 15","C71","F",68,918.99,6.82327524090367
"STATE 15","C72","F",68,914.26,6.81811499489694
"STATE 02","C1 ","M",68,897.96,6.80012552388027
"STATE 01","C1 ","M",68,874.67,6.77384667236422
"STATE 02","C1 ","M",68,866.26,6.76418509444903
"STATE 10","C7 ","F",68,847.65,6.74246781474396
"STATE 06","C7 ","F",68,846.39,6.74098024628944
"STATE 06","C7B","M",68,834.83,6.72722811130865
"STATE 13","C71","M",68,825.66,6.71618306650524
"STATE 15","C1 ","M",68,817.5,6.70625090277141
"STATE 02","C7 ","F",68,797.92,6.68200834179781
"STATE 06","C1 ","M",68,797.06,6.6809299582653
"STATE 15","C1 ","F",68,774.88,6.65270817865492
"STATE 02","C71","M",68,764.19,6.63881644934749
"STATE 02","C7 ","F",68,749.38,6.61924619798638
"STATE 02","C11","M",68,748.45,6.61800440136124
"STATE 15","C1C","M",68,692.37,6.54012049480706
"STATE 17","C7 ","M",68,682.85,6.52627521612443
"STATE 10","C11","M",68,677.66,6.51864568723354
"STATE 15","C7 ","F",68,676,6.51619307604296
"STATE 15","C1 ","M",68,670.27,6.50768061628296
"STATE 15","F7 ","M",68,658.28,6.48963037272718
"STATE 15","C1 ","M",68,647.18,6.47262446291822
"STATE 17","C71","M",68,604.95,6.40514580998749
"STATE 04","C7 ","M",68,585.34,6.37219287498373
"STATE 06","C1 ","F",68,568.02,6.34215662936885
"STATE 02","C1 ","F",68,565.02,6.33686112875003
"STATE 15","C11","F",68,559.98,6.32790106880571
