"","MIDPARNT","CHILD","PARENTC","CHILDC"
"923",8,9,67.5,69.19999695
"924",8,10,67.5,70.19999695
"925",8,10,67.5,70.19999695
"926",8,10,67.5,70.19999695
"927",8,10,67.5,70.19999695
"928",9,1,66.5,61.20000076
"929",9,3,66.5,63.20000076
"930",9,3,66.5,63.20000076
"931",9,3,66.5,63.20000076
"932",9,3,66.5,63.20000076
"933",9,3,66.5,63.20000076
"934",9,3,66.5,63.20000076
"935",9,3,66.5,63.20000076
"936",9,3,66.5,63.20000076
"937",9,3,66.5,63.20000076
"938",9,4,66.5,64.19999695
"939",9,4,66.5,64.19999695
"940",9,4,66.5,64.19999695
"941",9,4,66.5,64.19999695
"942",9,4,66.5,64.19999695
"943",9,5,66.5,65.19999695
"944",9,5,66.5,65.19999695
"945",9,5,66.5,65.19999695
"946",9,5,66.5,65.19999695
"947",9,5,66.5,65.19999695
"948",9,5,66.5,65.19999695
"949",9,5,66.5,65.19999695
"950",9,6,66.5,66.19999695
"951",9,6,66.5,66.19999695
"952",9,6,66.5,66.19999695
"953",9,6,66.5,66.19999695
"954",9,6,66.5,66.19999695
"955",9,6,66.5,66.19999695
"956",9,6,66.5,66.19999695
"957",9,6,66.5,66.19999695
"958",9,6,66.5,66.19999695
"959",9,6,66.5,66.19999695
"960",9,6,66.5,66.19999695
"961",9,7,66.5,67.19999695
"962",9,7,66.5,67.19999695
"963",9,7,66.5,67.19999695
"964",9,7,66.5,67.19999695
"965",9,7,66.5,67.19999695
"966",9,7,66.5,67.19999695
"967",9,7,66.5,67.19999695
"968",9,7,66.5,67.19999695
"969",9,7,66.5,67.19999695
"970",9,7,66.5,67.19999695
"971",9,7,66.5,67.19999695
"972",9,8,66.5,68.19999695
"973",9,8,66.5,68.19999695
"974",9,8,66.5,68.19999695
"975",9,8,66.5,68.19999695
"976",9,8,66.5,68.19999695
"977",9,8,66.5,68.19999695
"978",9,8,66.5,68.19999695
"979",9,9,66.5,69.19999695
"980",9,9,66.5,69.19999695
"981",9,9,66.5,69.19999695
"982",9,9,66.5,69.19999695
"983",9,9,66.5,69.19999695
"984",9,9,66.5,69.19999695
"985",9,9,66.5,69.19999695
"986",9,10,66.5,70.19999695
"987",9,10,66.5,70.19999695
"988",9,10,66.5,70.19999695
"989",9,10,66.5,70.19999695
"990",9,10,66.5,70.19999695
"991",9,11,66.5,71.19999695
"992",9,11,66.5,71.19999695
"993",9,12,66.5,72.19999695
"994",11,1,64.5,61.20000076
"995",11,2,64.5,62.20000076
"996",11,3,64.5,63.20000076
"997",11,3,64.5,63.20000076
"998",11,3,64.5,63.20000076
"999",11,3,64.5,63.20000076
"1000",11,4,64.5,64.19999695
"1001",11,4,64.5,64.19999695
"1002",11,4,64.5,64.19999695
"1003",11,4,64.5,64.19999695
"1004",11,5,64.5,65.19999695
"1005",11,6,64.5,66.19999695
"1006",11,6,64.5,66.19999695
"1007",11,6,64.5,66.19999695
"1008",11,6,64.5,66.19999695
"1009",11,6,64.5,66.19999695
"1010",11,7,64.5,67.19999695
"1011",11,7,64.5,67.19999695
"1012",11,7,64.5,67.19999695
"1013",11,7,64.5,67.19999695
"1014",11,7,64.5,67.19999695
"1015",11,9,64.5,69.19999695
"1016",11,9,64.5,69.19999695
"1017",12,1,63.5,61.20000076
"1018",12,3,63.5,63.20000076
"1019",12,3,63.5,63.20000076
"1020",12,4,63.5,64.19999695
"1021",12,4,63.5,64.19999695
"1022",12,4,63.5,64.19999695
"1023",12,4,63.5,64.19999695
"1024",12,5,63.5,65.19999695
"1025",12,6,63.5,66.19999695
"1026",12,6,63.5,66.19999695
"1027",12,7,63.5,67.19999695
"1028",12,7,63.5,67.19999695
"1029",12,8,63.5,68.19999695
"1030",12,9,63.5,69.19999695
